0.452240311,0.455416343,0.486609833,0.508810955,0.480390375,0.465675922,0.459604164,0.49384258,0.512290404,0.496818256,0.486464265,0.471125846,0.463719685,0.473252639,0.483046708,0.500077364,0.526837874,0.552973714,0.567701879,0.567636209,0.561812195,0.567243788,0.579641817,0.573614559,0.559367795,0.541451114,0.528525315,0.517377599,0.515865225,0.514626854,0.504019656,0.49302264,0.498485247,0.519812467,0.540571586,0.55672874,0.566666242,0.567220462,0.551570744,0.525217317,0.500299362,0.479844809,0.460383162,0.427499128,0.381677752,0.321737765,0.260403051,0.220366586,0.19293146,0.153951996
0.451604722,0.474937729,0.467235342,0.480120864,0.506002303,0.517479552,0.495415482,0.446222592,0.403996819,0.393415747,0.415906523,0.448524939,0.475407413,0.493085606,0.502912431,0.508052757,0.507751715,0.50083972,0.482151667,0.45548956,0.434545671,0.418564683,0.410124842,0.422058025,0.448483168,0.479359319,0.508703142,0.53269826,0.539991763,0.523765827,0.500464851,0.482064725,0.470109072,0.468835144,0.476848499,0.487976084,0.494817215,0.486070365,0.466059973,0.441075231,0.413977908,0.385132918,0.363299709,0.359171062,0.360580802,0.350744124,0.319598216,0.285874187,0.238486314,0.16947056
0.284098651,0.306828253,0.335127676,0.374728895,0.413965284,0.444445909,0.457936976,0.456598868,0.444355443,0.433966824,0.433182634,0.438589672,0.448083013,0.458115037,0.481803977,0.515804024,0.546918158,0.571125792,0.58223699,0.572918964,0.549128943,0.526993808,0.515675011,0.504529221,0.484551361,0.467871902,0.46959076,0.477140273,0.479782946,0.486384055,0.490763197,0.488840497,0.486008553,0.481285366,0.479149915,0.489148208,0.501956583,0.51484307,0.520960333,0.515726221,0.505500736,0.499092109,0.481673988,0.464518811,0.428160215,0.350607367,0.276096714,0.209703465,0.157034644,0.123777753
0.356051608,0.360864145,0.375344763,0.412121387,0.459334019,0.493943193,0.493712365,0.470490285,0.450530758,0.44678597,0.460718865,0.487379145,0.507194849,0.505107232,0.496369291,0.489039038,0.479146552,0.471780276,0.465687293,0.456316716,0.448923039,0.454508543,0.468936751,0.477552704,0.485914065,0.498977613,0.502939759,0.492656657,0.474940731,0.450405434,0.423275907,0.409483191,0.405453119,0.406198048,0.424518548,0.446875035,0.457643393,0.464960085,0.473585035,0.483229716,0.500603294,0.534160282,0.558423061,0.560132349,0.529861264,0.474947397,0.393193807,0.308708626,0.233511968,0.17216673
0.260505423,0.256842288,0.270919181,0.29215475,0.319513373,0.350298218,0.370346209,0.377861978,0.370373944,0.360431931,0.368425654,0.393836476,0.419869759,0.442004443,0.444100008,0.43546515,0.429219531,0.429954211,0.433997127,0.433762671,0.420283499,0.397762822,0.378024907,0.37103726,0.377524637,0.387022125,0.389328443,0.3841886,0.383512902,0.397883733,0.407467872,0.397724284,0.378052792,0.352171894,0.329798353,0.330548645,0.356569556,0.386017738,0.404800645,0.411258522,0.401723093,0.381467992,0.353836942,0.339059576,0.339196997,0.34741427,0.335529977,0.302251636,0.268833384,0.214423372
0.447216158,0.507923815,0.508300495,0.482885346,0.483559163,0.51960437,0.561026214,0.570006522,0.555286285,0.54986503,0.573220048,0.594410497,0.596708188,0.587064771,0.571693708,0.555712549,0.544546884,0.541768257,0.529538311,0.515154921,0.514943142,0.504190788,0.487356244,0.468896382,0.447607358,0.420441667,0.391191933,0.363534213,0.351039285,0.343280337,0.319437877,0.285980088,0.255494137,0.234684917,0.230510241,0.242358813,0.252832768,0.254223555,0.251092512,0.2487179,0.25376924,0.266700681,0.292553573,0.310108462,0.295422397,0.278696449,0.277027051,0.260258178,0.197438194,0.117138894
0.392543932,0.423783237,0.435810229,0.439892868,0.452591165,0.460113995,0.466454677,0.472837156,0.471816376,0.463278899,0.462337358,0.466159211,0.469246365,0.472054804,0.477614148,0.491456472,0.514411601,0.541658279,0.569518027,0.600254509,0.612917026,0.602430007,0.597509338,0.598035661,0.576554784,0.54098211,0.50797657,0.469866566,0.440004884,0.425157632,0.420955548,0.443597863,0.474957938,0.489641667,0.496127928,0.494106336,0.488436118,0.481804071,0.469582496,0.471797924,0.463413405,0.447267443,0.43115451,0.41079845,0.35830335,0.293467941,0.250888945,0.236841238,0.217316846,0.155310259
0.328945778,0.334809837,0.352357964,0.379350408,0.413635871,0.442853858,0.445791494,0.434546049,0.438153573,0.46176598,0.500782648,0.539572299,0.551747095,0.538558118,0.518352761,0.500833434,0.484438579,0.46855073,0.457899062,0.45643294,0.457941255,0.45121534,0.430834039,0.410957231,0.4001236,0.388733446,0.390775226,0.422966291,0.468624737,0.503245762,0.508952965,0.490891351,0.47851928,0.486620818,0.496856753,0.496709794,0.489291928,0.477114302,0.464677741,0.450196087,0.434858899,0.419787486,0.393440112,0.364696378,0.340789685,0.323258226,0.305952436,0.270237607,0.22330153,0.158987666
0.408592781,0.443725333,0.463646827,0.497735506,0.544753055,0.559579747,0.539561702,0.501007166,0.470208101,0.476028319,0.491238168,0.506877105,0.52457105,0.538018583,0.543949684,0.540737397,0.536248293,0.534935692,0.534855763,0.531940955,0.523363995,0.526184033,0.544408364,0.571235533,0.590316839,0.596744472,0.581489731,0.555278589,0.535156952,0.523690536,0.518400853,0.516099809,0.51652774,0.522223994,0.537858261,0.554058594,0.571988544,0.590690398,0.603588204,0.592335302,0.558881436,0.517480124,0.475331099,0.444649719,0.426797777,0.402552486,0.367135093,0.297392562,0.227097427,0.186723795
0.365803625,0.414109213,0.464545814,0.481395914,0.480973615,0.465744389,0.459912089,0.470298403,0.48894314,0.503969029,0.513289431,0.52393357,0.530825141,0.5300948,0.527002691,0.523974521,0.518330928,0.512560493,0.507105869,0.501576398,0.501541166,0.510932405,0.523756218,0.53811892,0.552874832,0.560141928,0.560666382,0.565411204,0.58123577,0.594890144,0.597676157,0.58822546,0.571185323,0.555860992,0.537083264,0.514694945,0.493454385,0.4580213,0.41138347,0.371501761,0.355816195,0.336679815,0.312787158,0.287063584,0.265956389,0.244025118,0.22213508,0.182590385,0.146119513,0.109339575
